cle_unique;colonne;valeur
7;avis6_inconvenients;InconvénientsTu avances tes frais et il te rembourseront peut être un jour on. A donné un tel portable pro
7;avis7_lib;« Belle expérience »
7;avis7_commentaire;Je travaille chez Atos à temps plein
7;avis7_avantages;AvantagesPlein de mission, en particuliers avec WorldLine
7;avis7_inconvenients;InconvénientsPeu de projets innovant, beaucoup plus de la maintenance d'applications
7;avis8_lib;« Une ESN de plus »
7;avis8_commentaire;J'ai travaillé chez Atos à temps plein plus de 10 ans
7;avis8_avantages;AvantagesTaille du groupe, missions variées.
7;avis8_inconvenients;InconvénientsCourse à la rentabilité, perpétuels changements de managers, pas de suivi des consultants.
7;avis9_lib;« Bonne ambiance dans mon équipe »
7;avis9_commentaire;J'ai travaillé chez Atos à temps plein
7;avis9_avantages;AvantagesTechnologie de pointe (HPC), manager directe accessible
7;avis9_inconvenients;"InconvénientsPetit salaire
Évolution quasi nulle
Localisation des bureaux"
7;avis10_lib;« tres bonne expérience »
7;avis10_commentaire;Je travaille chez Atos à temps plein depuis plus de 10 ans
7;avis10_avantages;"AvantagesGrande entreprise mondiale, facilité pour les jeunes diplômés, de bons stages, salaires attractifs pour les ingénieurs, cadres moins pour les postes d'assistantes
Evolution interne pour ceux considérés comme des Talents.
Un siège moderne, avec une cantine et salle de sport, tramway à 10 min à pied
Très belle expérience pour les stagiaires et alternants"
7;avis10_inconvenients;InconvénientsLoin de la Défense, les assistantes sont pas bien considérées et de moins ne moins présentes, salaires des Etam et assistantes cadres pas élévés (pas d'augmentation régulière sauf grâce aux RP ), participation et intéressement très faible (mini légal) pour un grand groupe, 30 jours de CP, un CET, RTT, chèque vacances/ culture et Noel  si Atos International ...
8;nomEntreprise;Atos
8;noteMoyEntreprise;3.3
8;avis1_lib;« Favorable »
8;avis1_commentaire;Je travaille chez Atos à temps plein depuis plus d'un an
8;avis1_avantages;AvantagesMission Ambiance Hiérarchie Direction Implication
8;avis1_inconvenients;InconvénientsRien A Signaler Pour Instant
8;avis2_lib;« Null »
8;avis2_commentaire;Je travaille chez Atos à temps plein
8;avis2_avantages;Avantagesy'a pas d'avantage chez atos
8;avis2_inconvenients;Inconvénientspas de gestion de carière, pas de prime, pas de  formation ni de suivi de mission.
8;avis3_lib;« Bonne boite »
8;avis3_commentaire;Je travaille chez Atos à temps plein depuis plus d'un an
8;avis3_avantages;AvantagesProjets Sympas, bonnes conditions de travail, pas trop de stress
8;avis3_inconvenients;InconvénientsSalaires en dessous du marché
8;avis4_lib;« Bonne entreprise pour commencer »
8;avis4_commentaire;J'ai travaillé chez Atos à temps plein plus de 3 ans
8;avis4_avantages;AvantagesMissions de grande envergures
8;avis4_inconvenients;InconvénientsManque de communication managériale
8;avis5_lib;« boite financière »
8;avis5_commentaire;Je travaille chez Atos à temps plein depuis plus de 3 ans
8;avis5_avantages;"AvantagesPayer bien les Comissionnements
Tremplin pour les jeunes"
8;avis5_inconvenients;"InconvénientsPas de produit
Gros pbl d'organisation"
8;avis6_lib;« Sérieux »
8;avis6_commentaire;J'ai travaillé chez Atos à temps plein plus de 5 ans
8;avis6_avantages;AvantagesTaille des projets, ambiance dans les équipes excellentes, salaire correct
8;avis6_inconvenients;InconvénientsPeu d'avantages périphériques, lourdeur administrative, peu d'agressivité commerciale
8;avis7_lib;« Bonne entreprise pour débuter »
8;avis7_commentaire;J'ai travaillé chez Atos à temps plein
8;avis7_avantages;AvantagesCohésion d equipe, projet inintéressant
8;avis7_inconvenients;InconvénientsPas d augmentation de salaire
8;avis8_lib;« Mauvaise ambiance »
8;avis8_commentaire;Je travaille chez Atos à temps plein depuis plus de 3 ans
8;avis8_avantages;AvantagesMissions plus ou moins intéressantes
8;avis8_inconvenients;InconvénientsMauvaise ambiances. Argent avant aspirations du salarié
8;avis9_lib;« Avis Atos »
8;avis9_commentaire;Je travaille chez Atos à temps plein
8;avis9_avantages;Avantagesgrande boite d'IT reconnue mondialement
8;avis9_inconvenients;InconvénientsLes  salaires ont des évolutions lentes.
8;avis10_lib;« atos avis »
8;avis10_commentaire;Je travaille chez Atos à temps plein depuis moins d'un an
8;avis10_avantages;Avantagesambiance, CE, resto, proximité avec le client
8;avis10_inconvenients;Inconvénientssuivi, mission, concurrence entre les différences agences
9;nomSociete;Sopra Steria
9;villeEmploi;Lyon, FR
9;libelleEmploi;Consultant Big Data
9;Descriptif;"Vous recherchez un projet alliant innovation et technologies 3.0 ?Ça tombe bien, rejoignez le marché Energie, sur un projet défiant les 1000 volts !Le Data vous attire ? Vous souhaitez mettre en oeuvre votre savoir-faire Data dans un environnement innovant ? Alors rejoignez les équipes du centre d'excellence Data2Value de Sopra Steria Energie allient des experts techniques et des spécialistes Data des métiers de l'énergie, secteur où la donnée est au coeur de la transformation du marché et de la transition énergétique.Votre futur environnement de travail :Forts de nos grands projets d'innovation et de transformation numérique, les collaborateurs du centre D'excellence Data accompagnent nos clients grands comptes dans le secteur de l'énergie sur des approches Data variés (BI, Big Data, Valorisation de données).Afin d'accompagner nos clients dans leurs mises en place de lac de données et d'applications Data, nous recherchons des Consultants Big Data pour participer aux Team Agile.Vous intégrez une équipe et un centre d'Excellence Data2Value et intervenez chez nos clients grands comptes en apportant votre expertise et en intégrant les enjeux de nos clients.Vos missions :- Intervention sur les prototypes et projets Big Data;- Accompagnement du client dans des ateliers projets fonctionnels et techniques;- Conception et mise en oeuvre des solutions d'alimentation et de manipulation de données;- Développement des programmes de traitement de données sur des environnements Hadoop (Map Reduce, Spark).Ce que nous vous proposons :Nous vous permettons d'évoluer dans un environnement dynamique et convivial, sur de nombreux projets innovants et apportant des cas d'usages à forte valeur ajouté auprès des clients.Environnement technologique- Architecture Big Data : Hadoop (Hortonworks, Cloudera), Elastic search- Développement : Spark, HDFS, Hive (HQL), Java, Nifi, Sqoop- Langage : Java, Scala, Python, ScalaTitulaire d'un diplôme d'Ingénieur ou d'un Master en Informatique, vous disposez d'une expérience significative dans les nouvelles technologies ou dans le développement sur des environnements Big Data (Hadoop, Cloud Azure, AWS ).Vous maîtrisez un ou plusieurs langages, outils de programmation sur ces environnements.La connaissance d'outils de Datavisualisation est un plus.Curieux et force de proposition, vous êtes reconnu(e) pour votre écoute, votre rigueur technique, vos capacités rédactionnelles, d'analyse et de synthèse. Vos qualités relationnelles, votre adaptabilité et votre sens du service client sont également des atouts indispensables pour réussir vos missions.Vous souhaitez booster votre carrière dans un environnement challengeant ? Alors rejoignez les équipes du centre d'Excellence Data2Value Sopra Steria Energie & Utilities .Les ambitions sont fortes, la croissance rapide, venez exprimer vos talents et contribuer à des projets d'envergure !Toutes nos opportunités sont ouvertes aux personnes en situation de handicap."
10;nomEntreprise;Atos
10;villeEntreprise;Bezons
10;tailleEntreprise;Plus de 10 000 employés
10;description;AvantagesMission Ambiance Hiérarchie Direction ImplicationInconvénientsRien A Signaler Pour InstantAtos2019-11-18 13:32 PST
11;nomEntreprise;Atos
11;noteMoyEntreprise;3.6
11;avis1_lib;« Je ne recommande pas. »
11;avis1_commentaire;Je travaille chez Atos à temps plein depuis moins d'un an
11;avis1_avantages;AvantagesLes missions peuvent être des fois intéressantes .
11;avis1_inconvenients;InconvénientsLes ressources humaines et l'empathie sont inexistantes.
11;avis2_lib;« dépend de la mission, gel d'augmentation de salaire »
11;avis2_commentaire;Je travaille chez Atos à  depuis plus d'un an
11;avis2_avantages;AvantagesSi vous réussissez à avoir une bonne mission et un bon salaire d'entré c'est une bonne ssii. Vous pourriez avoir un pc portable d'atos et vous avez 100% transport en commun si vous êtes en mission.
11;avis2_inconvenients;InconvénientsComme toute les ssii, il faut savoir dire non à des missions que vous voulez pas, sinon ils insistent que vous l'ayez.
11;avis3_lib;« Bonne activité manageriale »
11;avis3_commentaire;Je travaille chez Atos à temps plein depuis plus de 5 ans
11;avis3_avantages;"AvantagesJe ne suis pas resté assez longtemps pour savoir si cela m'aurait permis d'avoir des avantages particulier.
Mais je pense qu'on a tous une chance d'obtenir un bonus...."
11;avis3_inconvenients;"InconvénientsLe salaire n'est pas conséquent mais à l'heure ou je vous parle, j'ai pris le large :-)
c'était 35000 euros annuel."
12;nomSociete;INTITEK
12;villeEmploi;Lyon, FR
12;libelleEmploi;Data Analyst F/H
12;Descriptif;Description Quoi de plus stimulant que de participer aux innovations du véhicule de demain, de l’avion sans pilote, de l’ingénierie optique ou de l’industrie spatiale ? Intitek for Industry développe des approches et des solutions exclusives dans les domaines du transport, de la défense, du biomédical ou de l’aéronautique. Poste Intégré(e) au sein d'une équipe de Data analystes de note client, nous recherchons un Data analyst pour une nouvelle étude. Dans le cadre de cette étude, il sera question d'analyser les données issues des outils du client de gestion de flotte afin de produire des profils de vitesse sur différents types de route. Pour cela vos missions seront d'effectuer :L'étude de Dataset de données de gestion de flotte ainsi que les variante de chaque véhiculeLe reverse geocoding ou map matching afin d'ajouter des informations essentielles comme le type de routeLa visualisation et l'exploration des donnéesStatistiques descriptivesDashboardL'étude des tendances et des facteurs y contribuant Profil recherché De formation informatique vous disposez de fortes compétences sur : Big Data Outils de reverse geocoding ( ex: ArcGIS, OSM ...)Environnement sous AZURE Databricks et Jupyter Python Anglais obligatoireN'hésitez plus et devenez un Happy Digital Member en nous envoyant votre candidature !
13;nomEntreprise;Atos
13;villeEntreprise;Sesto Calende (Italie)
13;tailleEntreprise;Entre 201 et 500 employés
13;description;AvantagesLes missions peuvent être des fois intéressantes .InconvénientsLes ressources humaines et l'empathie sont inexistantes.Atos2019-05-21 03:17 PDT
14;nomEntreprise;Atos Consulting
14;noteMoyEntreprise;2.8
14;avis1_lib;« Pas de suivi du management »
14;avis1_commentaire;Je travaille chez Atos Consulting à temps plein depuis moins d'un an
14;avis1_avantages;AvantagesMutuelle, salaire correct, avantages CE
14;avis1_inconvenients;InconvénientsPas de suivi ni écoute du management, pas de changement de mission malgré plusieurs mois sur un projet peu intéressant et dans un contexte difficile
14;avis2_lib;« Consultant Junior »
14;avis2_commentaire;Je travaille chez Atos Consulting à temps plein depuis plus d'un an
14;avis2_avantages;AvantagesÉquilibre vie privée vie professionnelle
14;avis2_inconvenients;InconvénientsManque de perspectives d’évolution de carrière
14;avis3_lib;« Bonne expérience »
14;avis3_commentaire;J'ai travaillé chez Atos Consulting à temps plein
14;avis3_avantages;"Avantages-Managers souvent compétents pour la plupart, idéal pour un junior pour faire son apprentissage dans le conseil
-Renom du groupe Atos"
14;avis3_inconvenients;Inconvénients-Pas toujours suffisamment de missions intéressantes pour les consultants
14;avis4_lib;« belle première expérience dans le conseil »
14;avis4_commentaire;J'ai travaillé chez Atos Consulting à temps plein moins d'un an
14;avis4_avantages;"AvantagesEquipe
Premier salaire pour un junior"
14;avis4_inconvenients;InconvénientsTop management distant. Il aurait été plus intéressant d'avoir des rapports plus proches
14;avis5_lib;« Entreprise formatrice et challengeante »
14;avis5_commentaire;Je travaille chez Atos Consulting à temps plein
14;avis5_avantages;AvantagesSalaire attractif, missions intéressantes et variées
14;avis5_inconvenients;InconvénientsBeaucoup de déplacement, changement régulier de mission donc peu de stabilité
14;avis6_lib;« retour sur Atos »
14;avis6_commentaire;Je travaille chez Atos Consulting à temps plein
14;avis6_avantages;AvantagesDiversité des collaborateurs et ambiance de travail
14;avis6_inconvenients;InconvénientsStratégie - organisation interne - positionnement du conseil au sein du groupe
14;avis7_lib;« Mais où va-t-on ? »
14;avis7_commentaire;Je travaille chez Atos Consulting à temps plein
14;avis7_avantages;Avantages... je cherche encore et toujours
14;avis7_inconvenients;InconvénientsLourdeur du Groupe, absence totale de stratégie et d'autonomie
14;avis8_lib;« Au moins sur le Titanic, ils chantaient »
14;avis8_commentaire;J'ai travaillé chez Atos Consulting à temps plein plus de 5 ans
14;avis8_avantages;"Avantages5 jours de congés par ans (4 pour les fêtes de fin d'année), et un en Mai pour un pont, et des viennoiseries deux fois par semaine.
Le bureau de Nyon est bien placé pour ceux qui viennent en voiture (plein de de places de parking).
Bon deuxième pilier.
Des apéros presque tous les vendredi soir fêter les départs."
14;avis8_inconvenients;"InconvénientsPresque tout. De moins en moins de clients, et le principal client est dans une situation très délicate.
Difficile de se projeter à plus de 1 ou 2 mois"
14;avis9_lib;« Business Consultant - Digital Transformation »
14;avis9_commentaire;Je travaille chez Atos Consulting à temps plein
14;avis9_avantages;"Avantagesouvert
hierarchie plate
clients grands portefeuilles
connaissance SI"
14;avis9_inconvenients;"Inconvénientsrémunération
écart de compétence entre employées
peu de visibilité / projection au sein du groupe"
14;avis10_lib;« Atos Consulting c'est fini »
14;avis10_commentaire;Je travaille chez Atos Consulting à temps plein depuis plus de 10 ans
14;avis10_avantages;AvantagesJours de congé supplémentaires (wellness), team events (bien que de plus en plus rares), petites attentions au bureau (pains au chocolat, fruits, boissons etc...)
14;avis10_inconvenients;InconvénientsDepuis le rachat de CTP par Atos, la division Atos consulting est en perdition. Les employés fuient, se font licencier ou vont se faire licencier. Nous sommes passés de 250 en Suisse à 150? voir moins.L'ambiance est forcément en conséquences...et c'est franchement la fin. A moyen terme le bureau de Nyon devrait fusionner avec celui de Renens j'imagine.
15;nomSociete;Adthink
15;villeEmploi;Lyon, FR
